provincia,carretera,pk_inicio,pk_fin,imd_total,imd_pesado,porcentaje_pesados,tramo
Lugo,N-640,47.5,52.1,1416.0,147.0,10.38,N-640 (PK 47.5 a 52.1)
Valencia,N-3,256.2,262.39,2399.0,244.0,10.17,N-3 (PK 256.2 a 262.39)
Ciudad Real,N-430,344694,359.1,2223.0,248.0,11.16,N-430 (PK 344.694 a 359.1)
Zamora,N-525,74.2,75.9,1322.0,129.0,9.76,N-525 (PK 74.2 a 75.9)
Asturias,N-634,285.0,289.1,1148.0,89.0,7.75,N-634 (PK 285.0 a 289.1)
Sevilla,SE-30,9.1,14.0,105574.0,4596.0,4.35,SE-30 (PK 9.1 a 14.0)
Málaga,A-7,953.6,961.1,51385.0,3358.0,6.53,A-7 (PK 953.6 a 961.1)
Cádiz,A-7,1116.65,1122.69,39901.0,2490.0,6.24,A-7 (PK 1116.65 a 1122.69)
Soria,A-15,35.2,38.2,6715.0,1904.0,28.35,A-15 (PK 35.2 a 38.2)
Valencia,A-38,0.0,9.7,22253.0,1588.0,7.14,A-38 (PK 0.0 a 9.7)
Jaén,A-4,315.2,320.7,20189.0,5155.0,25.53,A-4 (PK 315.2 a 320.7)
Zaragoza,N-234,236.7,245.5,2177.0,238.0,10.93,N-234 (PK 236.7 a 245.5)
Girona,N-260,134.2,137.4,2738.0,87.0,3.18,N-260 (PK 134.2 a 137.4)
Córdoba,N-502,328.7,339.6,1205.0,124.0,10.29,N-502 (PK 328.7 a 339.6)
León,N-625,124.8,130.0,760.0,26.0,3.42,N-625 (PK 124.8 a 130.0)
Tarragona,N-240,10.0,11.4,11716.0,658.0,5.62,N-240 (PK 10.0 a 11.4)
Valladolid,N-601,175.6,177.0,25116.0,2437.0,9.7,N-601 (PK 175.6 a 177.0)
Asturias,N-625,130.0,134.2,652.0,23.0,3.53,N-625 (PK 130.0 a 134.2)
A Coruña,A-54,90785,93.4,22272.0,2255.0,10.12,A-54 (PK 90.785 a 93.4)
A Coruña,A-54,85.7,90785,22348.0,1975.0,8.84,A-54 (PK 85.7 a 90.785)
Teruel,N-232,93.2,108.0,2069.0,245.0,11.84,N-232 (PK 93.2 a 108.0)
Soria,N-234,349.2,350.23,2756.0,251.0,9.11,N-234 (PK 349.2 a 350.23)
Valencia,V-21,14.1,18.8,74665.0,1061.0,1.42,V-21 (PK 14.1 a 18.8)
Granada,A-7,896.5,899343,22187.0,2115.0,9.53,A-7 (PK 896.5 a 899.343)
Granada,A-7,899343,902.7,16968.0,1378.0,8.12,A-7 (PK 899.343 a 902.7)
Teruel,A-23,175.8,185.2,10765.0,3168.0,29.43,A-23 (PK 175.8 a 185.2)
Soria,N-122,187.0,189.2,33.0,10.0,30.3,N-122 (PK 187.0 a 189.2)
Castellón,N-238,1.9,5.6,7635.0,1653.0,21.65,N-238 (PK 1.9 a 5.6)
Albacete,N-322,279.6,289.3,2296.0,295.0,12.85,N-322 (PK 279.6 a 289.3)
Valencia,N-330A,137.8,140.6,834.0,50.0,6.0,N-330A (PK 137.8 a 140.6)
Murcia,N-345,2.9,7.2,1125.0,141.0,12.53,N-345 (PK 2.9 a 7.2)
Madrid,A-3,17137,20.4,92707.0,8095.0,8.73,A-3 (PK 17.137 a 20.4)
Madrid,A-3,13.3,17137,130513.0,8317.0,6.37,A-3 (PK 13.3 a 17.137)
Tarragona,N-240,17.3,18.15,15913.0,1223.0,7.69,N-240 (PK 17.3 a 18.15)
Valencia,N-337,0.0,2.5,16782.0,548.0,3.27,N-337 (PK 0.0 a 2.5)
Tarragona,N-340,1155.2,1156.4,16390.0,613.0,3.74,N-340 (PK 1155.2 a 1156.4)
Asturias,N-630,82.7,87.11,3739.0,277.0,7.41,N-630 (PK 82.7 a 87.11)
Salamanca,N-630,386.3,387.9,591.0,42.0,7.11,N-630 (PK 386.3 a 387.9)
Lleida,A-2,501.6,503.5,35134.0,8719.0,24.82,A-2 (PK 501.6 a 503.5)
Teruel,N-234,76.3,80.9,241.0,20.0,8.3,N-234 (PK 76.3 a 80.9)
Valencia,N-3,235.55,241.1,340.0,43.0,12.65,N-3 (PK 235.55 a 241.1)
Valencia,N-332,250.8,256.1,6210.0,595.0,9.58,N-332 (PK 250.8 a 256.1)
Zamora,A-66,306.4,310122,8693.0,1258.0,14.47,A-66 (PK 306.4 a 310.122)
Lugo,N-120,472.8,482.3,3185.0,510.0,16.01,N-120 (PK 472.8 a 482.3)
Tarragona,N-240,18.97,19.9,15913.0,1223.0,7.69,N-240 (PK 18.97 a 19.9)
Huelva,N-431,121.6,127.4,5520.0,329.0,5.96,N-431 (PK 121.6 a 127.4)
Huelva,N-433,61.31,70.6,2589.0,233.0,9.0,N-433 (PK 61.31 a 70.6)
Lugo,N-540,25.2,39.9,2714.0,385.0,14.19,N-540 (PK 25.2 a 39.9)
Salamanca,N-630,346.8,348.2,2097.0,88.0,4.2,N-630 (PK 346.8 a 348.2)
Teruel,N-211A,130.35,133714,55.0,9.0,16.36,N-211A (PK 130.35 a 133.714)
Sevilla,N-433,45.6,52.8,5789.0,523.0,9.03,N-433 (PK 45.6 a 52.8)
Zamora,N-630A,306.7,308.2,259.0,3.0,1.16,N-630A (PK 306.7 a 308.2)
Soria,A-11,60.6,64.8,6149.0,1891.0,30.75,A-11 (PK 60.6 a 64.8)
Guadalajara,N-204,0.0,11.2,1281.0,111.0,8.67,N-204 (PK 0.0 a 11.2)
Ciudad Real,N-502,311.6,318.0,1378.0,124.0,9.0,N-502 (PK 311.6 a 318.0)
Alicante/Alacant,A-7,464.1,468.4,24791.0,2052.0,8.28,A-7 (PK 464.1 a 468.4)
Ourense,A-52,113.8,124.7,8653.0,2325.0,26.87,A-52 (PK 113.8 a 124.7)
Girona,N-260,106.2,114.0,7183.0,461.0,6.42,N-260 (PK 106.2 a 114.0)
Zamora,N-525,56.0,57.7,1081.0,105.0,9.71,N-525 (PK 56.0 a 57.7)
Asturias,N-632,102.2,106.8,8439.0,466.0,5.52,N-632 (PK 102.2 a 106.8)
Murcia,A-30,89.0,99.4,18034.0,3665.0,20.32,A-30 (PK 89.0 a 99.4)
Barcelona,B-30,3.1,4.0,65202.0,3970.0,6.09,B-30 (PK 3.1 a 4.0)
Guadalajara,N-204,16.4,22.7,634.0,55.0,8.68,N-204 (PK 16.4 a 22.7)
Soria,N-234,334.4,336.4,3011.0,274.0,9.1,N-234 (PK 334.4 a 336.4)
Jaén,N-432A,377.9,384.5,2206.0,72.0,3.26,N-432A (PK 377.9 a 384.5)
Almería,N-340,377.5,383.82,556.0,53.0,9.53,N-340 (PK 377.5 a 383.82)
Alicante/Alacant,A-31,202.1,206.9,40111.0,6066.0,15.12,A-31 (PK 202.1 a 206.9)
Almería,N-341,8.6,14.4,3579.0,629.0,17.57,N-341 (PK 8.6 a 14.4)
Albacete,N-430,463.7,476.0,3076.0,264.0,8.58,N-430 (PK 463.7 a 476.0)
Girona,A-2,731.9,734.0,5199.0,346.0,6.66,A-2 (PK 731.9 a 734.0)
Teruel,N-234,63.8,72.2,241.0,20.0,8.3,N-234 (PK 63.8 a 72.2)
León,N-536,21.0,30.8,1500.0,52.0,3.47,N-536 (PK 21.0 a 30.8)
Salamanca,N-630A,398.5,399817,164.0,11.0,6.71,N-630A (PK 398.5 a 399.817)
Castellón,A-23,21.4,27.2,28258.0,4340.0,15.36,A-23 (PK 21.4 a 27.2)
Madrid,M-40,46.0,50.4,129141.0,8287.0,6.42,M-40 (PK 46.0 a 50.4)
Málaga,A-7,961.1,966.7,35905.0,3325.0,9.26,A-7 (PK 961.1 a 966.7)
Zamora,N-122,457.8,458.7,8855.0,143.0,1.61,N-122 (PK 457.8 a 458.7)
Lleida,N-230,121.1,122.3,3133.0,533.0,17.01,N-230 (PK 121.1 a 122.3)
Cuenca,N-420A,382517,388177,19.0,1.0,5.26,N-420A (PK 382.517 a 388.177)
Cantabria,N-611,204.1,205.4,8791.0,509.0,5.79,N-611 (PK 204.1 a 205.4)
León,N-621,101.0,112.2,480.0,29.0,6.04,N-621 (PK 101.0 a 112.2)
Valladolid,VA-30,7.6,12.2,19225.0,2632.0,13.69,VA-30 (PK 7.6 a 12.2)
Málaga,A-45,107.0,114.2,32500.0,3866.0,11.9,A-45 (PK 107.0 a 114.2)
Huesca,N-260A,496.8,503515,1127.0,17.0,1.51,N-260A (PK 496.8 a 503.515)
Huesca,N-260A,503515,504.8,993.0,32.0,3.22,N-260A (PK 503.515 a 504.8)
Toledo,N-502,148.8,163.3,57.0,4.0,7.02,N-502 (PK 148.8 a 163.3)
Valladolid,N-601,269.2,270.6,3059.0,796.0,26.02,N-601 (PK 269.2 a 270.6)
Cantabria,N-623,124.4,125.7,7437.0,490.0,6.59,N-623 (PK 124.4 a 125.7)
Valladolid,A-11,393.9,395.6,7650.0,1566.0,20.47,A-11 (PK 393.9 a 395.6)
Barcelona,B-20,24.7,26.86,112258.0,5226.0,4.66,B-20 (PK 24.7 a 26.86)
Girona,N-260,129.9,134.2,2738.0,87.0,3.18,N-260 (PK 129.9 a 134.2)
Tarragona,N-420A,825025,826.16,285.0,35.0,12.28,N-420A (PK 825.025 a 826.16)
Asturias,N-625,134.2,139.5,652.0,23.0,3.53,N-625 (PK 134.2 a 139.5)
Salamanca,N-630,371.4,373.1,591.0,42.0,7.11,N-630 (PK 371.4 a 373.1)
Salamanca,N-630A,415.0,416.3,928.0,15.0,1.62,N-630A (PK 415.0 a 416.3)
Alicante/Alacant,A-7,522.0,526.1,73600.0,9612.0,13.06,A-7 (PK 522.0 a 526.1)
La Rioja,N-111,274.0,282.0,2419.0,283.0,11.7,N-111 (PK 274.0 a 282.0)
Jaén,A-4,309.2,315.2,20189.0,5155.0,25.53,A-4 (PK 309.2 a 315.2)
Zamora,A-6,265.6,266.9,21940.0,5950.0,27.12,A-6 (PK 265.6 a 266.9)
Teruel,N-420,643.1,653.0,1703.0,309.0,18.14,N-420 (PK 643.1 a 653.0)
Badajoz,N-430A,181.7,194.3,17.0,2.0,11.76,N-430A (PK 181.7 a 194.3)
Burgos,N-232,516.6,525.4,702.0,110.0,15.67,N-232 (PK 516.6 a 525.4)
Murcia,A-7,643.1,651.6,36683.0,6917.0,18.86,A-7 (PK 643.1 a 651.6)
Granada,N-340,363.5,371.4,885.0,39.0,4.41,N-340 (PK 363.5 a 371.4)
Granada,N-432A,413.18,419114,3493.0,113.0,3.24,N-432A (PK 413.18 a 419.114)
Madrid,A-42,9.8,12.3,119856.0,7392.0,6.17,A-42 (PK 9.8 a 12.3)
Barcelona,B-10,18.2,19.6,80227.0,6522.0,8.13,B-10 (PK 18.2 a 19.6)
Ourense,N-120,574.37,580.6,4551.0,446.0,9.8,N-120 (PK 574.37 a 580.6)
Albacete,N-322,253.3,258.3,1639.0,211.0,12.87,N-322 (PK 253.3 a 258.3)
Pontevedra,N-555,0.0,6.97,6686.0,774.0,11.58,N-555 (PK 0.0 a 6.97)
Valladolid,N-601,140.2,141.7,3477.0,1102.0,31.69,N-601 (PK 140.2 a 141.7)
Salamanca,N-630,330.7,332.0,2547.0,100.0,3.93,N-630 (PK 330.7 a 332.0)
Asturias,N-634,495.1,501.2,662.0,54.0,8.16,N-634 (PK 495.1 a 501.2)
Valladolid,A-62,154.9,156.6,16824.0,4741.0,28.18,A-62 (PK 154.9 a 156.6)
Teruel,N-232,151.0,165.1,4983.0,471.0,9.45,N-232 (PK 151.0 a 165.1)
Salamanca,N-630,337.9,339.3,8074.0,235.0,2.91,N-630 (PK 337.9 a 339.3)
Madrid,A-1,60.1,66.0,30223.0,4654.0,15.4,A-1 (PK 60.1 a 66.0)
Valencia,N-3,272.2,275.45,6893.0,1491.0,21.63,N-3 (PK 272.2 a 275.45)
Cuenca,N-420,516.3,525.19,774.0,99.0,12.79,N-420 (PK 516.3 a 525.19)
Cantabria,N-634,202.19,202893,5107.0,152.0,2.98,N-634 (PK 202.19 a 202.893)
Zamora,ZA-13,2.6,3.97,7490.0,309.0,4.13,ZA-13 (PK 2.6 a 3.97)
Málaga,A-7,1033.55,1041.9,80002.0,14955.0,18.69,A-7 (PK 1033.55 a 1041.9)
Córdoba,A-45,0.0,15.4,23294.0,2371.0,10.18,A-45 (PK 0.0 a 15.4)
Soria,N-2,151.4,154.5,440.0,107.0,24.32,N-2 (PK 151.4 a 154.5)
Cuenca,N-320,181.7,189.3,1161.0,238.0,20.5,N-320 (PK 181.7 a 189.3)
Tarragona,N-420A,878.52,880.05,2749.0,260.0,9.46,N-420A (PK 878.52 a 880.05)
Barcelona,A-2,555.2,556.6,40571.0,6711.0,16.54,A-2 (PK 555.2 a 556.6)
Madrid,A-3,48.2,59.5,35290.0,5230.0,14.82,A-3 (PK 48.2 a 59.5)
Cantabria,A-8,141.3,142.6,51561.0,5193.0,10.07,A-8 (PK 141.3 a 142.6)
Valencia,N-340,936.0,941.0,5251.0,276.0,5.26,N-340 (PK 936.0 a 941.0)
Valencia,A-3,318.5,322.7,40101.0,9195.0,22.93,A-3 (PK 318.5 a 322.7)
Asturias,A-66,53.3,58764,16868.0,1971.0,11.68,A-66 (PK 53.3 a 58.764)
Asturias,A-66,58764,65.1,11271.0,2511.0,22.28,A-66 (PK 58.764 a 65.1)
Cantabria,A-67,201.8,203.2,49715.0,3255.0,6.55,A-67 (PK 201.8 a 203.2)
Jaén,N-432,390.6,395.0,4546.0,561.0,12.34,N-432 (PK 390.6 a 395.0)
Cáceres,N-523,3.2,29.9,3464.0,546.0,15.76,N-523 (PK 3.2 a 29.9)
Valladolid,N-601,174.1,175.6,9958.0,1530.0,15.36,N-601 (PK 174.1 a 175.6)
Huesca,A-23,374.4,380.7,10015.0,886.0,8.85,A-23 (PK 374.4 a 380.7)
Tarragona,A-27,18.45,20.5,18062.0,1388.0,7.68,A-27 (PK 18.45 a 20.5)
Jaén,A-4,270.1,279.6,29563.0,8898.0,30.1,A-4 (PK 270.1 a 279.6)
Granada,A-44,133.75,136643,15264.0,1925.0,12.61,A-44 (PK 133.75 a 136.643)
Granada,A-44,136643,142.2,13117.0,3847.0,29.33,A-44 (PK 136.643 a 142.2)
Cantabria,N-634,191.9,193.1,7276.0,392.0,5.39,N-634 (PK 191.9 a 193.1)
Toledo,TO-23,0.0,7055,66835.0,3086.0,4.62,TO-23 (PK 0.0 a 7.055)
Salamanca,A-62,311.3,315.1,7308.0,2470.0,33.8,A-62 (PK 311.3 a 315.1)
Huesca,N-260,385.8,392.9,1996.0,114.0,5.71,N-260 (PK 385.8 a 392.9)
Huesca,N-330,617.2,622.4,7587.0,658.0,8.67,N-330 (PK 617.2 a 622.4)
Ávila,N-502,71.3,77.4,1789.0,99.0,5.53,N-502 (PK 71.3 a 77.4)
Valladolid,VA-20,4.2,5.7,22182.0,1605.0,7.24,VA-20 (PK 4.2 a 5.7)
Valencia,A-7,405.1,409.4,28975.0,3468.0,11.97,A-7 (PK 405.1 a 409.4)
Zamora,A-6,225.26,226.8,16294.0,3288.0,20.18,A-6 (PK 225.26 a 226.8)
La Rioja,N-111,297.0,304.8,2679.0,376.0,14.04,N-111 (PK 297.0 a 304.8)
Zamora,A-66,216.5,227.7,6444.0,1252.0,19.43,A-66 (PK 216.5 a 227.7)
Cuenca,N-3,228.9,234.1,340.0,43.0,12.65,N-3 (PK 228.9 a 234.1)
Madrid,A-1,33.7,40.2,41405.0,4422.0,10.68,A-1 (PK 33.7 a 40.2)
Barcelona,A-2,579.7,581.2,63956.0,8119.0,12.69,A-2 (PK 579.7 a 581.2)
Sevilla,A-4,440.7,454554,23272.0,5120.0,22.0,A-4 (PK 440.7 a 454.554)
Sevilla,A-4,454554,456.4,26977.0,5614.0,20.81,A-4 (PK 454.554 a 456.4)
Ourense,A-52,240.3,251.6,18990.0,2545.0,13.4,A-52 (PK 240.3 a 251.6)
Alicante/Alacant,N-332,38.8,42.2,10867.0,452.0,4.16,N-332 (PK 38.8 a 42.2)
Almería,A-7,718.7,725.4,14393.0,2956.0,20.54,A-7 (PK 718.7 a 725.4)
Madrid,M-40,5313,8.7,127900.0,5861.0,4.58,M-40 (PK 5.313 a 8.7)
Madrid,M-40,1.5,5313,78227.0,7342.0,9.39,M-40 (PK 1.5 a 5.313)
Soria,N-122R,218035,219.3,103.0,5.0,4.85,N-122R (PK 218.035 a 219.3)
Granada,A-7,855.7,869.0,12783.0,2223.0,17.39,A-7 (PK 855.7 a 869.0)
Barcelona,B-22,0.2,1.6,26902.0,1241.0,4.61,B-22 (PK 0.2 a 1.6)
Toledo,N-502,172.5,182.8,409.0,30.0,7.33,N-502 (PK 172.5 a 182.8)
A Coruña,N-547,67.9,77.9,677.0,72.0,10.64,N-547 (PK 67.9 a 77.9)
Cantabria,A-67,175.3,177.6,34143.0,3755.0,11.0,A-67 (PK 175.3 a 177.6)
Cantabria,A-8,272.0,273.5,17904.0,2998.0,16.74,A-8 (PK 272.0 a 273.5)
Soria,N-122,163.5,165.2,5274.0,1746.0,33.11,N-122 (PK 163.5 a 165.2)
Cantabria,N-629,86.6,86.9,13094.0,399.0,3.05,N-629 (PK 86.6 a 86.9)
Guadalajara,A-2,103.2,116.8,21090.0,6734.0,31.93,A-2 (PK 103.2 a 116.8)
Girona,N-2,714.5,721.3,12071.0,566.0,4.69,N-2 (PK 714.5 a 721.3)
Teruel,N-420,769.3,775.8,1994.0,228.0,11.43,N-420 (PK 769.3 a 775.8)
Ciudad Real,N-430,399.0,414.5,1286.0,106.0,8.24,N-430 (PK 399.0 a 414.5)
Soria,N-122,131.9,133.3,3938.0,1168.0,29.66,N-122 (PK 131.9 a 133.3)
Burgos,N-232,539.3,560.8,1058.0,78.0,7.37,N-232 (PK 539.3 a 560.8)
Jaén,N-322,164.9,176.0,454.0,68.0,14.98,N-322 (PK 164.9 a 176.0)
Ourense,A-52,160.3,173.2,9937.0,2442.0,24.57,A-52 (PK 160.3 a 173.2)
Zaragoza,N-211,259.08,269.9,2705.0,297.0,10.98,N-211 (PK 259.08 a 269.9)
Valladolid,VA-20,2.6,4.2,22182.0,1605.0,7.24,VA-20 (PK 2.6 a 4.2)
Sevilla,SE-30,17.1,19.3,95354.0,6536.0,6.85,SE-30 (PK 17.1 a 19.3)
Cuenca,N-400,155.3,162.9,112.0,12.0,10.71,N-400 (PK 155.3 a 162.9)
Valladolid,N-601,135.61,137.2,3477.0,1102.0,31.69,N-601 (PK 135.61 a 137.2)
Huelva,N-433,114.5,127.1,2765.0,249.0,9.01,N-433 (PK 114.5 a 127.1)
Ciudad Real,N-430,395341,399.0,1286.0,106.0,8.24,N-430 (PK 395.341 a 399.0)
Ciudad Real,N-430,385.4,395341,1164.0,100.0,8.59,N-430 (PK 385.4 a 395.341)
Barcelona,B-30,10.1,11.43,65202.0,3970.0,6.09,B-30 (PK 10.1 a 11.43)
Ourense,N-120A,93.4,98.0,145.0,22.0,15.17,N-120A (PK 93.4 a 98.0)
Lleida,N-240,49.14,50.6,3122.0,201.0,6.44,N-240 (PK 49.14 a 50.6)
Salamanca,N-620,278.3,279.9,487.0,101.0,20.74,N-620 (PK 278.3 a 279.9)
Cantabria,N-634,151.1,154.1,2664.0,72.0,2.7,N-634 (PK 151.1 a 154.1)
Huesca,N-330,613.9,616.7,7587.0,658.0,8.67,N-330 (PK 613.9 a 616.7)
Salamanca,N-630,379.9,382.1,591.0,42.0,7.11,N-630 (PK 379.9 a 382.1)
Zaragoza,A-2,261.0,268.8,22571.0,5760.0,25.52,A-2 (PK 261.0 a 268.8)
Barcelona,A-2,553.7,555.2,40571.0,6711.0,16.54,A-2 (PK 553.7 a 555.2)
Soria,N-111,153.3,159.1,866.0,66.0,7.62,N-111 (PK 153.3 a 159.1)
Teruel,N-211,167.4,178.1,1943.0,205.0,10.55,N-211 (PK 167.4 a 178.1)
Cuenca,N-420,363.4,374.6,776.0,87.0,11.21,N-420 (PK 363.4 a 374.6)
Valencia,N-337,2.5,4.2,913.0,65.0,7.12,N-337 (PK 2.5 a 4.2)
Salamanca,N-501,48.71,50.8,957.0,111.0,11.6,N-501 (PK 48.71 a 50.8)
Tarragona,N-340,1188.3,1189.8,18957.0,1171.0,6.18,N-340 (PK 1188.3 a 1189.8)
Granada,N-340A,352782,359.4,776.0,137.0,17.65,N-340A (PK 352.782 a 359.4)
Valladolid,A-6,183.0,184.2,17403.0,3478.0,19.99,A-6 (PK 183.0 a 184.2)
Salamanca,A-66,422.9,425.0,11765.0,2314.0,19.67,A-66 (PK 422.9 a 425.0)
Granada,GR-30,16774,23.7,33137.0,1391.0,4.2,GR-30 (PK 16.774 a 23.7)
Valladolid,N-122,296.51,298.1,5767.0,2012.0,34.89,N-122 (PK 296.51 a 298.1)
Tarragona,N-240,2.3,3784,21905.0,660.0,3.01,N-240 (PK 2.3 a 3.784)
Salamanca,N-630,423.6,425.08,461.0,47.0,10.2,N-630 (PK 423.6 a 425.08)
Zamora,N-525,72.0,74.2,771.0,74.0,9.6,N-525 (PK 72.0 a 74.2)
Valladolid,N-601,199.7,201.7,654.0,63.0,9.63,N-601 (PK 199.7 a 201.7)
Cantabria,N-629A,72.74,73525,909.0,79.0,8.69,N-629A (PK 72.74 a 73.525)
Soria,A-15,105.7,107.44,7821.0,3142.0,40.17,A-15 (PK 105.7 a 107.44)
Albacete,N-430,431.8,446.0,658.0,60.0,9.12,N-430 (PK 431.8 a 446.0)
Teruel,N-211,91.55,98.9,1883.0,421.0,22.36,N-211 (PK 91.55 a 98.9)
Valencia,N-330,103.9,113.3,2600.0,202.0,7.77,N-330 (PK 103.9 a 113.3)
Zamora,N-6,274.7,276282,1173.0,125.0,10.66,N-6 (PK 274.7 a 276.282)
Asturias,N-625,139.5,144.7,652.0,23.0,3.53,N-625 (PK 139.5 a 144.7)
Zamora,N-630,288.3,290.0,268.0,41.0,15.3,N-630 (PK 288.3 a 290.0)
Lugo,N-634,591.5,600.6,1061.0,109.0,10.27,N-634 (PK 591.5 a 600.6)
Zamora,N-122,453.6,455.38,4336.0,371.0,8.56,N-122 (PK 453.6 a 455.38)
Teruel,N-223,1.03,2.06,12060.0,276.0,2.29,N-223 (PK 1.03 a 2.06)
Soria,N-234,318.5,320.1,1665.0,397.0,23.84,N-234 (PK 318.5 a 320.1)
Badajoz,N-502,218.0,241.8,1385.0,192.0,13.86,N-502 (PK 218.0 a 241.8)
Granada,A-44,166.3,175.1,30302.0,1997.0,6.59,A-44 (PK 166.3 a 175.1)
Cantabria,N-634,240.6,242.1,4124.0,132.0,3.2,N-634 (PK 240.6 a 242.1)
Girona,N-154,5.7,7.86,7493.0,254.0,3.39,N-154 (PK 5.7 a 7.86)
Huesca,N-230,81.5,88.0,3217.0,548.0,17.03,N-230 (PK 81.5 a 88.0)
Cuenca,N-301,140.2,142.0,2726.0,1036.0,38.0,N-301 (PK 140.2 a 142.0)
Valladolid,N-620,156.65,158.4,1560.0,323.0,20.71,N-620 (PK 156.65 a 158.4)
Zamora,N-525,89.5,91.8,1767.0,172.0,9.73,N-525 (PK 89.5 a 91.8)
Valladolid,N-610,83.46,85.0,1658.0,783.0,47.23,N-610 (PK 83.46 a 85.0)
Huelva,N-630,748.2,757.85,249.0,8.0,3.21,N-630 (PK 748.2 a 757.85)
Cantabria,N-635,10.7,12.04,5606.0,521.0,9.29,N-635 (PK 10.7 a 12.04)
Alicante/Alacant,A-7,512.0,513571,77944.0,9590.0,12.3,A-7 (PK 512.0 a 513.571)
Alicante/Alacant,A-7,513571,517.2,69676.0,8813.0,12.65,A-7 (PK 513.571 a 517.2)
Granada,A-44,128152,133.75,20248.0,2025.0,10.0,A-44 (PK 128.152 a 133.75)
Granada,A-44,125.4,128152,19384.0,1871.0,9.65,A-44 (PK 125.4 a 128.152)
Ourense,N-120,583.1,594.6,3167.0,364.0,11.49,N-120 (PK 583.1 a 594.6)
Tarragona,N-340,1171.4,1172.9,19624.0,1224.0,6.24,N-340 (PK 1171.4 a 1172.9)
Toledo,N-502,164.0,171289,1019.0,75.0,7.36,N-502 (PK 164.0 a 171.289)
Toledo,N-502,171289,172.5,1074.0,79.0,7.36,N-502 (PK 171.289 a 172.5)
Soria,N-111,178.4,182.9,92.0,8.0,8.7,N-111 (PK 178.4 a 182.9)
Tarragona,N-240,47.7,49.14,2317.0,146.0,6.3,N-240 (PK 47.7 a 49.14)
Jaén,N-4A,245.0,250.9,88.0,6.0,6.82,N-4A (PK 245.0 a 250.9)
Cantabria,N-623,146.8,148.2,18261.0,574.0,3.14,N-623 (PK 146.8 a 148.2)
Cuenca,N-301,158.7,171.6,4300.0,1365.0,31.74,N-301 (PK 158.7 a 171.6)
Pontevedra,A-52,293.6,302.0,26713.0,2602.0,9.74,A-52 (PK 293.6 a 302.0)
Zamora,N-122,426993,428.5,2768.0,429.0,15.5,N-122 (PK 426.993 a 428.5)
Zaragoza,N-234,269539,272.3,1999.0,329.0,16.46,N-234 (PK 269.539 a 272.3)
Zaragoza,N-234,260717,269539,2688.0,444.0,16.52,N-234 (PK 260.717 a 269.539)
Zaragoza,N-234,259.5,259704,5589.0,807.0,14.44,N-234 (PK 259.5 a 259.704)
Zaragoza,N-234,259704,260717,2750.0,453.0,16.47,N-234 (PK 259.704 a 260.717)
Soria,N-234,352.75,356.4,6956.0,635.0,9.13,N-234 (PK 352.75 a 356.4)
Madrid,A-2,31.3,38.1,110017.0,15747.0,14.31,A-2 (PK 31.3 a 38.1)
Girona,N-260,17.4,25.5,9663.0,283.0,2.93,N-260 (PK 17.4 a 25.5)
Asturias,A-8,370376,379.2,28390.0,1768.0,6.23,A-8 (PK 370.376 a 379.2)
Asturias,A-8,360.0,370376,15326.0,1381.0,9.01,A-8 (PK 360.0 a 370.376)
Castellón,N-232,29.0,37.2,4311.0,726.0,16.84,N-232 (PK 29.0 a 37.2)
Castellón,N-232A,71.38,72.8,51.0,7.0,13.73,N-232A (PK 71.38 a 72.8)
Asturias,A-8,325641,330.6,16944.0,4421.0,26.09,A-8 (PK 325.641 a 330.6)
Asturias,A-8,318.5,325641,15416.0,2119.0,13.75,A-8 (PK 318.5 a 325.641)
Zaragoza,N-234,223.0,236.7,1923.0,210.0,10.92,N-234 (PK 223.0 a 236.7)
Girona,N-260A,51251,52628,76.0,24.0,31.58,N-260A (PK 51.251 a 52.628)
Tarragona,A-7,1154.8,1156.5,40295.0,2352.0,5.84,A-7 (PK 1154.8 a 1156.5)
Tarragona,N-340,1178.0,1179.3,17399.0,553.0,3.18,N-340 (PK 1178.0 a 1179.3)
Salamanca,A-62,324.8,326.3,6158.0,2064.0,33.52,A-62 (PK 324.8 a 326.3)
Huelva,N-442,10514,17.87,5779.0,868.0,15.02,N-442 (PK 10.514 a 17.87)
Huelva,N-442,7.1,10514,12694.0,1220.0,9.61,N-442 (PK 7.1 a 10.514)
Cantabria,N-623,151.96,152.42,29367.0,1541.0,5.25,N-623 (PK 151.96 a 152.42)
Cantabria,N-623,151.03,151.96,14869.0,636.0,4.28,N-623 (PK 151.03 a 151.96)
Sevilla,SE-30,6.1,8.2,109735.0,9270.0,8.45,SE-30 (PK 6.1 a 8.2)
Cuenca,A-3,140.8,153.7,29674.0,6835.0,23.03,A-3 (PK 140.8 a 153.7)
Cantabria,A-8,218.1,222.4,26935.0,2801.0,10.4,A-8 (PK 218.1 a 222.4)
Valencia,N-3,267.9,269.9,6893.0,1491.0,21.63,N-3 (PK 267.9 a 269.9)
A Coruña,N-634,701.9,709.11,4725.0,1180.0,24.97,N-634 (PK 701.9 a 709.11)
Soria,N-2,141.2,143.1,730.0,179.0,24.52,N-2 (PK 141.2 a 143.1)
Córdoba,N-432A,232.9,238.8,40.0,6.0,15.0,N-432A (PK 232.9 a 238.8)
Salamanca,N-630,343.0,346.0,11009.0,468.0,4.25,N-630 (PK 343.0 a 346.0)
