provincia,carretera,pk_inicio,pk_fin,imd_total,imd_pesado,porcentaje_pesados,tramo
Valencia,N-3,241.1,249.8,948.0,119.0,12.55,N-3 (PK 241.1 a 249.8)
Sevilla,N-4,566.2,570.85,4536.0,541.0,11.93,N-4 (PK 566.2 a 570.85)
Ourense,N-525,122.3,126.4,1787.0,173.0,9.68,N-525 (PK 122.3 a 126.4)
Madrid,A-1,22.7,33.7,65405.0,5708.0,8.73,A-1 (PK 22.7 a 33.7)
Alicante/Alacant,A-31,195.9,200.4,38250.0,5834.0,15.25,A-31 (PK 195.9 a 200.4)
Asturias,A-8,384349,390.9,45741.0,3809.0,8.33,A-8 (PK 384.349 a 390.9)
Asturias,A-8,382.2,384349,19840.0,1481.0,7.46,A-8 (PK 382.2 a 384.349)
La Rioja,N-111,285.0,290.0,2516.0,341.0,13.55,N-111 (PK 285.0 a 290.0)
Jaén,N-323,22.3,32.72,2359.0,233.0,9.88,N-323 (PK 22.3 a 32.72)
Pontevedra,N-550,134.7,138.9,13236.0,1166.0,8.81,N-550 (PK 134.7 a 138.9)
Madrid,A-3,35.3,40.7,42263.0,4703.0,11.13,A-3 (PK 35.3 a 40.7)
Toledo,N-301,101.2,112.2,3462.0,1345.0,38.85,N-301 (PK 101.2 a 112.2)
Madrid,N-320,337.8,341.2,7111.0,541.0,7.61,N-320 (PK 337.8 a 341.2)
Córdoba,N-432,346.2,351.9,4263.0,788.0,18.48,N-432 (PK 346.2 a 351.9)
Pontevedra,N-541,75285,76.2,4176.0,364.0,8.72,N-541 (PK 75.285 a 76.2)
Pontevedra,N-541,66.7,75285,3597.0,313.0,8.7,N-541 (PK 66.7 a 75.285)
Valladolid,VA-20,1.0,2.6,27457.0,1814.0,6.61,VA-20 (PK 1.0 a 2.6)
Valladolid,VA-30,2.6,7.6,15495.0,2462.0,15.89,VA-30 (PK 2.6 a 7.6)
Toledo,A-4,101669,115.1,28470.0,6848.0,24.05,A-4 (PK 101.669 a 115.1)
Toledo,A-4,97.6,101669,27118.0,8330.0,30.72,A-4 (PK 97.6 a 101.669)
Toledo,A-40,108.2,117.6,17082.0,1890.0,11.06,A-40 (PK 108.2 a 117.6)
Toledo,A-40,119.0,127.1,4548.0,688.0,15.13,A-40 (PK 119.0 a 127.1)
Zamora,N-525,101.9,103.5,373.0,37.0,9.92,N-525 (PK 101.9 a 103.5)
Asturias,N-634,481.3,484.6,369.0,116.0,31.44,N-634 (PK 481.3 a 484.6)
Zamora,ZA-12,1985,3.0,5939.0,1250.0,21.05,ZA-12 (PK 1.985 a 3.0)
Málaga,A-7,922.52,929.8,18403.0,2316.0,12.58,A-7 (PK 922.52 a 929.8)
Málaga,A-7,1071.35,1078.4,32753.0,2756.0,8.41,A-7 (PK 1071.35 a 1078.4)
Barcelona,A-2,581.2,582.2,63956.0,8119.0,12.69,A-2 (PK 581.2 a 582.2)
Valladolid,A-62,100.87,101.9,34435.0,7233.0,21.0,A-62 (PK 100.87 a 101.9)
Asturias,A-66,11.24,22.3,60964.0,3906.0,6.41,A-66 (PK 11.24 a 22.3)
Asturias,A-8,420088,424.7,20452.0,1927.0,9.42,A-8 (PK 420.088 a 424.7)
Asturias,A-8,417.0,420088,24098.0,1818.0,7.54,A-8 (PK 417.0 a 420.088)
Valencia,N-332,236.5,241.4,10592.0,1015.0,9.58,N-332 (PK 236.5 a 241.4)
Tarragona,N-340,1120.7,1121.9,5558.0,300.0,5.4,N-340 (PK 1120.7 a 1121.9)
Valladolid,N-601,236.2,240.8,2438.0,701.0,28.75,N-601 (PK 236.2 a 240.8)
Alicante/Alacant,A-77,0.0,2.9,19605.0,2858.0,14.58,A-77 (PK 0.0 a 2.9)
Alicante/Alacant,A-77A,0.8,4.07,34549.0,907.0,2.63,A-77A (PK 0.8 a 4.07)
Huelva,H-30,8353,8.9,37631.0,1530.0,4.07,H-30 (PK 8.353 a 8.9)
Huelva,H-30,3.2,8353,16110.0,663.0,4.12,H-30 (PK 3.2 a 8.353)
Tarragona,A-7,1154.1,1154.8,40295.0,2352.0,5.84,A-7 (PK 1154.1 a 1154.8)
Málaga,A-7,1053.2,1056.3,95901.0,3263.0,3.4,A-7 (PK 1053.2 a 1056.3)
Soria,A-15,23.2,27.5,6223.0,1963.0,31.54,A-15 (PK 23.2 a 27.5)
Albacete,A-31,55.1,68.9,35665.0,5408.0,15.16,A-31 (PK 55.1 a 68.9)
Valladolid,A-62,129.3,130.2,48206.0,5087.0,10.55,A-62 (PK 129.3 a 130.2)
Madrid,M-40,40.1,46.0,117918.0,3344.0,2.84,M-40 (PK 40.1 a 46.0)
Lugo,N-120,502.6,512.2,5479.0,801.0,14.62,N-120 (PK 502.6 a 512.2)
Almería,N-340A,488.8,494565,2611.0,494.0,18.92,N-340A (PK 488.8 a 494.565)
Badajoz,N-502,204.03,215.5,768.0,106.0,13.8,N-502 (PK 204.03 a 215.5)
Ciudad Real,A-4,146.9,149.3,23490.0,5581.0,23.76,A-4 (PK 146.9 a 149.3)
Sevilla,A-4,528.4,532.3,53812.0,4038.0,7.5,A-4 (PK 528.4 a 532.3)
Alicante/Alacant,A-70,5.0,10.4,66856.0,3525.0,5.27,A-70 (PK 5.0 a 10.4)
Cantabria,N-634,174.4,175.4,10026.0,290.0,2.89,N-634 (PK 174.4 a 175.4)
Asturias,N-634,489.4,495.1,766.0,44.0,5.74,N-634 (PK 489.4 a 495.1)
Alicante/Alacant,A-7,545.0,552.97,44013.0,7880.0,17.9,A-7 (PK 545.0 a 552.97)
Albacete,A-30,74.8,81.8,14204.0,3212.0,22.61,A-30 (PK 74.8 a 81.8)
Málaga,MA-20,8.0,9589,118309.0,5470.0,4.62,MA-20 (PK 8.0 a 9.589)
Málaga,MA-20,9589,13.3,83319.0,4834.0,5.8,MA-20 (PK 9.589 a 13.3)
Burgos,N-120,77.99,88.99,4775.0,873.0,18.28,N-120 (PK 77.99 a 88.99)
Girona,N-260,94.8,102.6,4027.0,328.0,8.15,N-260 (PK 94.8 a 102.6)
Cuenca,N-3,225.0,228.0,1788.0,387.0,21.64,N-3 (PK 225.0 a 228.0)
Guadalajara,N-320A,241.28,247.8,92.0,6.0,6.52,N-320A (PK 241.28 a 247.8)
Albacete,N-322,417.5,422.3,1385.0,224.0,16.17,N-322 (PK 417.5 a 422.3)
Albacete,N-430,476.0,486.4,3076.0,264.0,8.58,N-430 (PK 476.0 a 486.4)
Zamora,ZA-20,0.9,1.9,16030.0,1071.0,6.68,ZA-20 (PK 0.9 a 1.9)
Cuenca,A-3,211.2,224.3,19951.0,5682.0,28.48,A-3 (PK 211.2 a 224.3)
Huelva,A-49,52.5,59.8,32550.0,3789.0,11.64,A-49 (PK 52.5 a 59.8)
Cantabria,A-8,199.4,202.3,21770.0,2650.0,12.17,A-8 (PK 199.4 a 202.3)
Cuenca,N-320,155.3,164.7,2544.0,230.0,9.04,N-320 (PK 155.3 a 164.7)
Almería,N-340A,463.7,471.4,6632.0,884.0,13.33,N-340A (PK 463.7 a 471.4)
Cuenca,N-420,374.6,382.5,1640.0,188.0,11.46,N-420 (PK 374.6 a 382.5)
Zamora,N-6,259155,260.15,4307.0,1010.0,23.45,N-6 (PK 259.155 a 260.15)
Valencia,V-21,8.5,14.1,74665.0,1061.0,1.42,V-21 (PK 8.5 a 14.1)
Valencia,A-7,330.3,334.9,61749.0,15742.0,25.49,A-7 (PK 330.3 a 334.9)
Barcelona,N-340,1203.9,1205.1,18969.0,1619.0,8.53,N-340 (PK 1203.9 a 1205.1)
Almería,N-340A,392.1,399.4,5268.0,466.0,8.85,N-340A (PK 392.1 a 399.4)
Granada,N-432,413.1,418.8,8154.0,1452.0,17.81,N-432 (PK 413.1 a 418.8)
Murcia,A-30,149.6,155.0,48332.0,4095.0,8.47,A-30 (PK 149.6 a 155.0)
Toledo,A-4,127488,133.7,25186.0,8225.0,32.66,A-4 (PK 127.488 a 133.7)
Toledo,A-4,120.5,127488,24974.0,4627.0,18.53,A-4 (PK 120.5 a 127.488)
Valladolid,A-6,221.9,225.26,16951.0,3784.0,22.32,A-6 (PK 221.9 a 225.26)
Soria,N-110,70.0,71.4,1642.0,234.0,14.25,N-110 (PK 70.0 a 71.4)
La Rioja,N-232,336.7,345.6,8029.0,954.0,11.88,N-232 (PK 336.7 a 345.6)
Ciudad Real,N-420,148.9,158.0,5173.0,232.0,4.48,N-420 (PK 148.9 a 158.0)
Badajoz,N-435,53.8,66.2,1725.0,223.0,12.93,N-435 (PK 53.8 a 66.2)
Ávila,N-502,62.7,67.5,1761.0,97.0,5.51,N-502 (PK 62.7 a 67.5)
Valencia,A-7,402.5,405.1,28975.0,3468.0,11.97,A-7 (PK 402.5 a 405.1)
Alicante/Alacant,A-31,206.9,211.9,51535.0,6293.0,12.21,A-31 (PK 206.9 a 211.9)
Albacete,A-43,125.3,129.2,12797.0,3946.0,30.84,A-43 (PK 125.3 a 129.2)
Pontevedra,N-525,280.8,285.75,566.0,53.0,9.36,N-525 (PK 280.8 a 285.75)
Toledo,A-4,69.4,81.5,30195.0,6991.0,23.15,A-4 (PK 69.4 a 81.5)
Zamora,A-66,274.5,275.6,10938.0,1384.0,12.65,A-66 (PK 274.5 a 275.6)
Teruel,N-211,193.8,200.5,1407.0,321.0,22.81,N-211 (PK 193.8 a 200.5)
Córdoba,N-502,364.8,374.5,2605.0,314.0,12.05,N-502 (PK 364.8 a 374.5)
León,N-625,91.7,98.6,1042.0,109.0,10.46,N-625 (PK 91.7 a 98.6)
Cantabria,N-634,168.2,169.1,2929.0,78.0,2.66,N-634 (PK 168.2 a 169.1)
Lleida,A-2,518.6,519.5,30654.0,8066.0,26.31,A-2 (PK 518.6 a 519.5)
Huesca,N-230,74.6,81.5,3702.0,535.0,14.45,N-230 (PK 74.6 a 81.5)
Burgos,N-234,408.41,419.7,2460.0,351.0,14.27,N-234 (PK 408.41 a 419.7)
Córdoba,N-420,81.5,93.2,1452.0,209.0,14.39,N-420 (PK 81.5 a 93.2)
Huelva,H-31,79.7,83.9,40070.0,2512.0,6.27,H-31 (PK 79.7 a 83.9)
Cáceres,N-110,399825,403.1,7147.0,377.0,5.27,N-110 (PK 399.825 a 403.1)
Cáceres,N-110,388.55,399825,4983.0,180.0,3.61,N-110 (PK 388.55 a 399.825)
Ourense,N-120A,88.4,93.4,145.0,22.0,15.17,N-120A (PK 88.4 a 93.4)
Alicante/Alacant,N-340,730.9,733856,5543.0,1524.0,27.49,N-340 (PK 730.9 a 733.856)
León,N-536,5.1,12.8,1631.0,57.0,3.49,N-536 (PK 5.1 a 12.8)
Zamora,N-630,307.9,309.4,408.0,62.0,15.2,N-630 (PK 307.9 a 309.4)
Ciudad Real,A-43,64.0,80.9,8400.0,3421.0,40.73,A-43 (PK 64.0 a 80.9)
Ciudad Real,N-401,174.3,187.2,8185.0,459.0,5.61,N-401 (PK 174.3 a 187.2)
Valencia,V-23,1539,4.8,53973.0,7651.0,14.18,V-23 (PK 1.539 a 4.8)
Valencia,V-23,0.3,1539,19768.0,1040.0,5.26,V-23 (PK 0.3 a 1.539)
Málaga,A-7,970.45,973.7,78416.0,3404.0,4.34,A-7 (PK 970.45 a 973.7)
Málaga,A-7,1043.6,1047.0,106315.0,7100.0,6.68,A-7 (PK 1043.6 a 1047.0)
Girona,A-2,704.4,707269,46509.0,4751.0,10.22,A-2 (PK 704.4 a 707.269)
Girona,A-2,707269,709.23,50057.0,5266.0,10.52,A-2 (PK 707.269 a 709.23)
Valencia,A-23,13.9,16.95,22526.0,2416.0,10.73,A-23 (PK 13.9 a 16.95)
Zaragoza,A-23,295794,303.5,35026.0,3509.0,10.02,A-23 (PK 295.794 a 303.5)
Zaragoza,A-23,291.3,295794,19867.0,3376.0,16.99,A-23 (PK 291.3 a 295.794)
Cuenca,A-3,167.4,175.3,27487.0,4712.0,17.14,A-3 (PK 167.4 a 175.3)
Zamora,N-122,517.9,519.0,3701.0,1211.0,32.72,N-122 (PK 517.9 a 519.0)
Girona,N-2,686.38,692208,22975.0,1496.0,6.51,N-2 (PK 686.38 a 692.208)
Huesca,N-260,360.6,366.5,544.0,17.0,3.12,N-260 (PK 360.6 a 366.5)
Cantabria,N-634,157.5,158.7,2929.0,78.0,2.66,N-634 (PK 157.5 a 158.7)
Tarragona,A-7,1150.8,1151.6,40096.0,2667.0,6.65,A-7 (PK 1150.8 a 1151.6)
Málaga,A-7,940.4,948.9,33689.0,3891.0,11.55,A-7 (PK 940.4 a 948.9)
Huesca,A-22,62.2,73.0,9505.0,1251.0,13.16,A-22 (PK 62.2 a 73.0)
Cuenca,A-3,177.2,185.8,19456.0,5612.0,28.84,A-3 (PK 177.2 a 185.8)
Albacete,A-31,125.89,136.1,16953.0,2633.0,15.53,A-31 (PK 125.89 a 136.1)
Albacete,A-31,123.4,125.89,16657.0,2637.0,15.83,A-31 (PK 123.4 a 125.89)
Toledo,N-301,79.8,95.0,3913.0,1094.0,27.96,N-301 (PK 79.8 a 95.0)
Cuenca,N-420,507.3,515.4,774.0,99.0,12.79,N-420 (PK 507.3 a 515.4)
Huelva,N-435,138.7,145.4,1673.0,291.0,17.39,N-435 (PK 138.7 a 145.4)
Barcelona,A-2,609.1,610.69,138316.0,19634.0,14.2,A-2 (PK 609.1 a 610.69)
Castellón,N-234,20.0,21.9,202.0,52.0,25.74,N-234 (PK 20.0 a 21.9)
Tarragona,N-240,36.49,37.6,9525.0,732.0,7.69,N-240 (PK 36.49 a 37.6)
Cantabria,N-611,161.6,162.6,795.0,73.0,9.18,N-611 (PK 161.6 a 162.6)
Alicante/Alacant,A-31,211.9,215.3,49567.0,6478.0,13.07,A-31 (PK 211.9 a 215.3)
Asturias,N-634,289.1,292.1,956.0,50.0,5.23,N-634 (PK 289.1 a 292.1)
Soria,SO-20,8.9,11.7,5504.0,870.0,15.81,SO-20 (PK 8.9 a 11.7)
Málaga,A-7,1080.5,1087.33,21231.0,1582.0,7.45,A-7 (PK 1080.5 a 1087.33)
Cádiz,A-7,1087.33,1091.2,47073.0,4239.0,9.01,A-7 (PK 1087.33 a 1091.2)
Valladolid,A-11,343.45,344.2,11801.0,1921.0,16.28,A-11 (PK 343.45 a 344.2)
Tarragona,A-27,3587,6.2,32521.0,3884.0,11.94,A-27 (PK 3.587 a 6.2)
Tarragona,A-27,2.6,3587,34578.0,3632.0,10.5,A-27 (PK 2.6 a 3.587)
Salamanca,A-50,54.45,59.3,8065.0,1291.0,16.01,A-50 (PK 54.45 a 59.3)
Huesca,N-230,64.2,74.6,3702.0,535.0,14.45,N-230 (PK 64.2 a 74.6)
Zaragoza,N-240,336.7,340.65,164.0,11.0,6.71,N-240 (PK 336.7 a 340.65)
Lleida,N-260,314.1,315.2,1929.0,95.0,4.92,N-260 (PK 314.1 a 315.2)
Alicante/Alacant,N-340,716.2,721.7,14859.0,1074.0,7.23,N-340 (PK 716.2 a 721.7)
Zamora,N-610,74.67,77.1,1724.0,814.0,47.22,N-610 (PK 74.67 a 77.1)
Valencia,V-23,4.8,8.7,53973.0,7651.0,14.18,V-23 (PK 4.8 a 8.7)
Alicante/Alacant,A-7,517.2,522.0,69676.0,8813.0,12.65,A-7 (PK 517.2 a 522.0)
Madrid,A-4,16.3,21.5,154491.0,22162.0,14.35,A-4 (PK 16.3 a 21.5)
Burgos,N-234,464.0,478.7,3899.0,638.0,16.36,N-234 (PK 464.0 a 478.7)
Granada,N-323A,147.3,154.59,6734.0,437.0,6.49,N-323A (PK 147.3 a 154.59)
Tarragona,N-420,821.7,822.6,6122.0,659.0,10.76,N-420 (PK 821.7 a 822.6)
Guadalajara,A-2,54705,58.1,43761.0,8560.0,19.56,A-2 (PK 54.705 a 58.1)
Guadalajara,A-2,50.5,54705,80352.0,8912.0,11.09,A-2 (PK 50.5 a 54.705)
Cuenca,A-3,90.6,103.7,28544.0,5104.0,17.88,A-3 (PK 90.6 a 103.7)
Córdoba,N-331,81.0,89.1,519.0,85.0,16.38,N-331 (PK 81.0 a 89.1)
Teruel,N-420,629.5,635.8,1763.0,337.0,19.12,N-420 (PK 629.5 a 635.8)
Valladolid,N-6,215.7,217.5,257.0,73.0,28.4,N-6 (PK 215.7 a 217.5)
Cantabria,N-621,148.1,149.0,5647.0,285.0,5.05,N-621 (PK 148.1 a 149.0)
Castellón,N-232,48.3,60.8,3568.0,638.0,17.88,N-232 (PK 48.3 a 60.8)
Girona,N-2A,718.36,719.4,14177.0,1261.0,8.89,N-2A (PK 718.36 a 719.4)
Cuenca,N-320,190.4,194.6,1161.0,238.0,20.5,N-320 (PK 190.4 a 194.6)
Tarragona,N-340,1079.8,1081.3,13431.0,1095.0,8.15,N-340 (PK 1079.8 a 1081.3)
Málaga,A-7,981.1,983.9,83753.0,4409.0,5.26,A-7 (PK 981.1 a 983.9)
Castellón,N-234,43.6,47.1,1631.0,549.0,33.66,N-234 (PK 43.6 a 47.1)
Albacete,N-344,105426,111.9,1274.0,196.0,15.38,N-344 (PK 105.426 a 111.9)
León,N-621,81.0,88.4,1336.0,89.0,6.66,N-621 (PK 81.0 a 88.4)
Lugo,N-640,131.8,144.35,3675.0,405.0,11.02,N-640 (PK 131.8 a 144.35)
Valencia,A-7,326.6,330.3,119357.0,19636.0,16.45,A-7 (PK 326.6 a 330.3)
Asturias,A-66,46.2,53.3,26347.0,2598.0,9.86,A-66 (PK 46.2 a 53.3)
Valencia,N-3,304.8,306.3,569.0,71.0,12.48,N-3 (PK 304.8 a 306.3)
Alicante/Alacant,N-332,194.22,195.3,16568.0,1283.0,7.74,N-332 (PK 194.22 a 195.3)
Granada,N-432,399876,403.5,4542.0,426.0,9.38,N-432 (PK 399.876 a 403.5)
Granada,N-432,399777,399876,4546.0,561.0,12.34,N-432 (PK 399.777 a 399.876)
Salamanca,N-630,340.55,341.7,22113.0,728.0,3.29,N-630 (PK 340.55 a 341.7)
Málaga,A-7,995.8,998208,59849.0,4139.0,6.92,A-7 (PK 995.8 a 998.208)
Málaga,A-7,998208,1000.2,44885.0,3725.0,8.3,A-7 (PK 998.208 a 1000.2)
Madrid,A-4,8.8,13.4,149045.0,14831.0,9.95,A-4 (PK 8.8 a 13.4)
Tarragona,N-340,1191.3,1192.6,17089.0,1292.0,7.56,N-340 (PK 1191.3 a 1192.6)
Huelva,N-435,190.0,198.0,8150.0,709.0,8.7,N-435 (PK 190.0 a 198.0)
Cantabria,N-634,275.4,276.8,4577.0,379.0,8.28,N-634 (PK 275.4 a 276.8)
Murcia,A-7,623.2,628.2,35747.0,10737.0,30.04,A-7 (PK 623.2 a 628.2)
Cuenca,N-320,172.2,181.7,1223.0,215.0,17.58,N-320 (PK 172.2 a 181.7)
Jaén,N-322,154.6,164.9,454.0,68.0,14.98,N-322 (PK 154.6 a 164.9)
Albacete,N-430,486.4,511.6,3076.0,264.0,8.58,N-430 (PK 486.4 a 511.6)
Castellón,N-340,958.5,963.1,17509.0,1073.0,6.13,N-340 (PK 958.5 a 963.1)
Asturias,N-634,411.7,418.4,6143.0,429.0,6.98,N-634 (PK 411.7 a 418.4)
Lugo,A-8,523.5,533.8,10105.0,1958.0,19.38,A-8 (PK 523.5 a 533.8)
Zaragoza,N-122,88.7,95.3,4955.0,1385.0,27.95,N-122 (PK 88.7 a 95.3)
Lleida,N-240,87.95,89.0,8757.0,1657.0,18.92,N-240 (PK 87.95 a 89.0)
Girona,N-2A,719.4,722.0,14177.0,1261.0,8.89,N-2A (PK 719.4 a 722.0)
Málaga,A-7,1068.6,1070.65,45417.0,4388.0,9.66,A-7 (PK 1068.6 a 1070.65)
Madrid,A-1,46.3,49.9,30223.0,4654.0,15.4,A-1 (PK 46.3 a 49.9)
Huesca,N-260A,477.8,480.3,1936.0,64.0,3.31,N-260A (PK 477.8 a 480.3)
Girona,N-2A,0.0,2.2,10559.0,358.0,3.39,N-2A (PK 0.0 a 2.2)
León,A-66,172.5,193.6,11784.0,2040.0,17.31,A-66 (PK 172.5 a 193.6)
Ourense,N-120,550.7,564.4,5408.0,737.0,13.63,N-120 (PK 550.7 a 564.4)
Tarragona,N-240,1.0,2.3,25130.0,802.0,3.19,N-240 (PK 1.0 a 2.3)
Tarragona,N-420A,813805,814.79,11.0,1.0,9.09,N-420A (PK 813.805 a 814.79)
Valencia,V-21,0.0,8.5,56368.0,3129.0,5.55,V-21 (PK 0.0 a 8.5)
Zamora,A-6,234.5,235.8,16294.0,3288.0,20.18,A-6 (PK 234.5 a 235.8)
Barcelona,B-20,23.5,24.7,112258.0,5226.0,4.66,B-20 (PK 23.5 a 24.7)
Soria,N-2,176.0,178.1,158.0,4.0,2.53,N-2 (PK 176.0 a 178.1)
Lugo,N-6,441.4,449.8,849.0,64.0,7.54,N-6 (PK 441.4 a 449.8)
Valladolid,N-601,165.3,166.4,9699.0,1557.0,16.05,N-601 (PK 165.3 a 166.4)
Cantabria,N-629,84.1,86.6,13094.0,399.0,3.05,N-629 (PK 84.1 a 86.6)
A Coruña,N-655,4.7,10371,938.0,29.0,3.09,N-655 (PK 4.7 a 10.371)
A Coruña,N-655,10371,14.89,490.0,145.0,29.59,N-655 (PK 10.371 a 14.89)
Cantabria,S-30,1.2,2.4,24983.0,671.0,2.69,S-30 (PK 1.2 a 2.4)
Barcelona,B-10,19.6,20.19,80227.0,6522.0,8.13,B-10 (PK 19.6 a 20.19)
Guadalajara,N-320,252.2,263.3,6634.0,443.0,6.68,N-320 (PK 252.2 a 263.3)
Barcelona,N-340,1239.68,1240955,20920.0,1372.0,6.56,N-340 (PK 1239.68 a 1240.955)
Cantabria,N-611,203.0,204.1,8791.0,509.0,5.79,N-611 (PK 203.0 a 204.1)
Madrid,M-40,35.0,40.1,120572.0,5914.0,4.9,M-40 (PK 35.0 a 40.1)
Cuenca,N-320,194.6,197.0,1161.0,238.0,20.5,N-320 (PK 194.6 a 197.0)
Alicante/Alacant,N-325,3789,6.0,13072.0,760.0,5.81,N-325 (PK 3.789 a 6.0)
Castellón,N-340,963.1,969.4,25338.0,1873.0,7.39,N-340 (PK 963.1 a 969.4)
Pontevedra,N-640,187.0,193.6,4133.0,252.0,6.1,N-640 (PK 187.0 a 193.6)
Tarragona,T-11,13.2,14.7,41380.0,2081.0,5.03,T-11 (PK 13.2 a 14.7)
Málaga,A-45,116.8,122.2,35089.0,4577.0,13.04,A-45 (PK 116.8 a 122.2)
Soria,N-111,217.2,218.3,523.0,70.0,13.38,N-111 (PK 217.2 a 218.3)
Zaragoza,N-121,0.0,5.9,5765.0,254.0,4.41,N-121 (PK 0.0 a 5.9)
Teruel,N-211,213.1,223.3,2217.0,269.0,12.13,N-211 (PK 213.1 a 223.3)
Tarragona,N-340,1096.0,1097.2,9038.0,755.0,8.35,N-340 (PK 1096.0 a 1097.2)
Alicante/Alacant,A-7,452.9,459.5,24791.0,2052.0,8.28,A-7 (PK 452.9 a 459.5)
Alicante/Alacant,A-7,541.0,545.0,44307.0,9023.0,20.36,A-7 (PK 541.0 a 545.0)
Murcia,A-91,5.9,14.6,13546.0,2370.0,17.5,A-91 (PK 5.9 a 14.6)
Cantabria,N-623,148.6,149.8,14869.0,636.0,4.28,N-623 (PK 148.6 a 149.8)
Valladolid,A-11,354.0,358.38,20144.0,2079.0,10.32,A-11 (PK 354.0 a 358.38)
Murcia,A-30,142.39,143.0,90994.0,5346.0,5.88,A-30 (PK 142.39 a 143.0)
Murcia,A-30,139548,142.39,116140.0,5746.0,4.95,A-30 (PK 139.548 a 142.39)
Murcia,A-30,137.5,139548,106974.0,6673.0,6.24,A-30 (PK 137.5 a 139.548)
Teruel,N-211,134.5,139.3,737.0,127.0,17.23,N-211 (PK 134.5 a 139.3)
Ourense,N-525,209.5,215.8,4221.0,155.0,3.67,N-525 (PK 209.5 a 215.8)
Valladolid,N-601,202.2,204.7,7001.0,714.0,10.2,N-601 (PK 202.2 a 204.7)
Valladolid,N-620,182.4,183.9,209.0,32.0,15.31,N-620 (PK 182.4 a 183.9)
Burgos,N-120,164.2,171.05,1629.0,188.0,11.54,N-120 (PK 164.2 a 171.05)
Cuenca,N-400,162.9,169.6,112.0,12.0,10.71,N-400 (PK 162.9 a 169.6)
Salamanca,N-501,86.7,88824,3786.0,172.0,4.54,N-501 (PK 86.7 a 88.824)
Cantabria,S-30,0.0,1.2,24983.0,671.0,2.69,S-30 (PK 0.0 a 1.2)
Zamora,ZA-20,4.0,5.25,7490.0,309.0,4.13,ZA-20 (PK 4.0 a 5.25)
Lugo,A-6,468.5,478.5,10950.0,2537.0,23.17,A-6 (PK 468.5 a 478.5)
Cuenca,N-420,325.3,335.7,789.0,51.0,6.46,N-420 (PK 325.3 a 335.7)
Cuenca,A-31,0.75,12.7,13230.0,2085.0,15.76,A-31 (PK 0.75 a 12.7)
Sevilla,A-49,3.2,5.2,114214.0,6212.0,5.44,A-49 (PK 3.2 a 5.2)
Huesca,N-123A,29.0,33.8,1260.0,124.0,9.84,N-123A (PK 29.0 a 33.8)
Teruel,N-330,297.8,301.2,2540.0,230.0,9.06,N-330 (PK 297.8 a 301.2)
Cuenca,N-330,227.9,239.0,1495.0,194.0,12.98,N-330 (PK 227.9 a 239.0)
Tarragona,N-340A,1081.75,1082.9,15033.0,900.0,5.99,N-340A (PK 1081.75 a 1082.9)
Huelva,N-431,103.4,107.92,7927.0,429.0,5.41,N-431 (PK 103.4 a 107.92)
Guadalajara,A-2,60.3,73.2,33600.0,8502.0,25.3,A-2 (PK 60.3 a 73.2)
Girona,N-260,61.45,62.6,7592.0,627.0,8.26,N-260 (PK 61.45 a 62.6)
Alicante/Alacant,N-332,137.4,142.4,15106.0,630.0,4.17,N-332 (PK 137.4 a 142.4)
Valladolid,N-620,181.0,182.1,1731.0,358.0,20.68,N-620 (PK 181.0 a 182.1)
Lugo,N-634,571.6,576.9,3150.0,191.0,6.06,N-634 (PK 571.6 a 576.9)
Madrid,A-1A,40.0,43.9,3627.0,615.0,16.96,A-1A (PK 40.0 a 43.9)
Albacete,A-30,4.0,12.0,16580.0,3084.0,18.6,A-30 (PK 4.0 a 12.0)
Cantabria,A-67,198.9,200.2,49715.0,3255.0,6.55,A-67 (PK 198.9 a 200.2)
Barcelona,N-340,1203.28,1203.9,18969.0,1619.0,8.53,N-340 (PK 1203.28 a 1203.9)
Salamanca,N-630A,410.5,412.2,928.0,15.0,1.62,N-630A (PK 410.5 a 412.2)
Cantabria,N-634,158.7,159.8,2929.0,78.0,2.66,N-634 (PK 158.7 a 159.8)
Huesca,N-260,465.5,476.8,3247.0,136.0,4.19,N-260 (PK 465.5 a 476.8)
Cantabria,N-611,207.0,208.2,7865.0,414.0,5.26,N-611 (PK 207.0 a 208.2)
Huelva,A-49,33.5,47.5,37999.0,3967.0,10.44,A-49 (PK 33.5 a 47.5)
Soria,N-111,184.9,186.6,92.0,8.0,8.7,N-111 (PK 184.9 a 186.6)
Alicante/Alacant,N-340,785.75,790.0,753.0,20.0,2.66,N-340 (PK 785.75 a 790.0)
Guadalajara,N-320,227.1,238.0,3225.0,297.0,9.21,N-320 (PK 227.1 a 238.0)
Ávila,N-502,21.1,29.6,2198.0,140.0,6.37,N-502 (PK 21.1 a 29.6)
Asturias,N-632,9.3,13615,1259.0,205.0,16.28,N-632 (PK 9.3 a 13.615)
Valencia,N-330,191.9,196.7,3013.0,624.0,20.71,N-330 (PK 191.9 a 196.7)
Zamora,N-525,69.6,72.0,771.0,74.0,9.6,N-525 (PK 69.6 a 72.0)
Valencia,A-35,38.6,40009,31123.0,11791.0,37.89,A-35 (PK 38.6 a 40.009)
Valencia,A-35,40009,42.5,30172.0,9524.0,31.57,A-35 (PK 40.009 a 42.5)
Cantabria,N-611,162.6,163.8,795.0,73.0,9.18,N-611 (PK 162.6 a 163.8)
